2.500000e+000,1.195567e-002
2.505000e+000,5.316035e-003
2.510000e+000,1.178798e-002
2.515000e+000,1.081362e-002
2.520000e+000,6.863791e-003
2.525000e+000,9.234321e-003
2.530000e+000,1.020099e-003
2.535000e+000,1.253981e-003
2.540000e+000,5.609557e-003
2.545000e+000,5.784657e-003
2.550000e+000,2.184301e-004
2.555000e+000,6.144884e-003
2.560000e+000,3.143353e-003
2.565000e+000,1.242527e-002
2.570000e+000,1.663091e-002
2.575000e+000,1.057128e-002
2.580000e+000,1.242997e-002
2.585000e+000,1.554210e-002
2.590000e+000,1.050800e-002
2.595000e+000,9.380988e-003
2.600000e+000,1.003177e-002
2.605000e+000,4.521286e-003
2.610000e+000,2.168878e-003
2.615000e+000,5.504512e-003
2.620000e+000,1.000000e-004
2.625000e+000,1.000000e-004
2.630000e+000,1.000000e-004
2.635000e+000,1.000000e-004
2.640000e+000,1.000000e-004
2.645000e+000,6.676806e-003
2.650000e+000,1.168709e-002
2.655000e+000,2.196176e-002
2.660000e+000,3.433579e-002
2.665000e+000,4.039390e-002
2.670000e+000,4.699268e-002
2.675000e+000,3.622251e-002
2.680000e+000,3.160749e-002
2.685000e+000,2.884991e-002
2.690000e+000,3.060707e-002
2.695000e+000,2.625080e-002
2.700000e+000,2.074819e-002
2.705000e+000,2.039492e-002
2.710000e+000,2.428749e-002
2.715000e+000,2.475090e-002
2.720000e+000,1.877302e-002
2.725000e+000,2.695559e-002
2.730000e+000,2.532667e-002
2.735000e+000,2.320858e-002
2.740000e+000,2.685568e-002
2.745000e+000,2.912039e-002
2.750000e+000,3.007008e-002
2.755000e+000,2.715035e-002
2.760000e+000,3.517477e-002
2.765000e+000,2.695014e-002
2.770000e+000,3.344053e-002
2.775000e+000,3.283009e-002
2.780000e+000,3.446491e-002
2.785000e+000,3.854574e-002
2.790000e+000,4.068210e-002
2.795000e+000,4.636807e-002
2.800000e+000,5.075195e-002
2.805000e+000,5.373556e-002
2.810000e+000,5.720891e-002
2.815000e+000,5.668717e-002
2.820000e+000,6.071295e-002
2.825000e+000,6.294333e-002
2.830000e+000,6.636651e-002
2.835000e+000,6.848446e-002
2.840000e+000,7.288265e-002
2.845000e+000,7.125989e-002
2.850000e+000,7.267868e-002
2.855000e+000,7.521717e-002
2.860000e+000,7.745101e-002
2.865000e+000,8.264708e-002
2.870000e+000,8.541784e-002
2.875000e+000,9.271006e-002
2.880000e+000,1.076289e-001
2.885000e+000,1.197368e-001
2.890000e+000,1.331020e-001
2.895000e+000,1.555589e-001
2.900000e+000,1.744505e-001
2.905000e+000,1.908729e-001
2.910000e+000,2.116756e-001
2.915000e+000,2.274987e-001
2.920000e+000,2.500634e-001
2.925000e+000,2.686585e-001
2.930000e+000,2.902063e-001
2.935000e+000,3.088410e-001
2.940000e+000,3.388233e-001
2.945000e+000,3.731006e-001
2.950000e+000,4.047678e-001
2.955000e+000,4.430020e-001
2.960000e+000,4.937132e-001
2.965000e+000,5.460425e-001
2.970000e+000,5.998660e-001
2.975000e+000,6.590320e-001
2.980000e+000,7.283014e-001
2.985000e+000,8.049667e-001
2.990000e+000,8.900126e-001
2.995000e+000,9.807537e-001
3.000000e+000,1.084875e+000
3.005000e+000,1.206795e+000
3.010000e+000,1.340394e+000
3.015000e+000,1.492653e+000
3.020000e+000,1.666168e+000
3.025000e+000,1.862422e+000
3.030000e+000,2.080173e+000
3.035000e+000,2.333548e+000
3.040000e+000,2.617042e+000
3.045000e+000,2.946935e+000
3.050000e+000,3.333751e+000
3.055000e+000,3.788849e+000
3.060000e+000,4.320066e+000
3.065000e+000,4.951987e+000
3.070000e+000,5.686668e+000
3.075000e+000,6.549180e+000
3.080000e+000,7.548139e+000
3.085000e+000,8.732129e+000
3.090000e+000,1.014176e+001
3.095000e+000,1.183346e+001
3.100000e+000,1.391445e+001
3.105000e+000,1.642546e+001
3.110000e+000,1.946310e+001
3.115000e+000,2.312304e+001
3.120000e+000,2.751551e+001
3.125000e+000,3.277114e+001
3.130000e+000,3.892934e+001
3.135000e+000,4.582008e+001
3.140000e+000,5.306131e+001
3.145000e+000,6.002165e+001
3.150000e+000,6.598364e+001
3.155000e+000,7.020310e+001
3.160000e+000,7.197189e+001
3.165000e+000,7.104453e+001
3.170000e+000,6.786166e+001
3.175000e+000,6.312455e+001
3.180000e+000,5.757024e+001
3.185000e+000,5.172211e+001
3.190000e+000,4.601644e+001
3.195000e+000,4.064852e+001
3.200000e+000,3.590512e+001
3.205000e+000,3.175944e+001
3.210000e+000,2.814639e+001
3.215000e+000,2.500318e+001
3.220000e+000,2.229126e+001
3.225000e+000,1.995968e+001
3.230000e+000,1.792887e+001
3.235000e+000,1.614998e+001
3.240000e+000,1.456744e+001
3.245000e+000,1.318114e+001
3.250000e+000,1.196241e+001
3.255000e+000,1.088139e+001
3.260000e+000,9.875762e+000
3.265000e+000,8.977591e+000
3.270000e+000,8.188836e+000
3.275000e+000,7.472102e+000
3.280000e+000,6.814665e+000
3.285000e+000,6.208864e+000
3.290000e+000,5.672698e+000
3.295000e+000,5.203691e+000
3.300000e+000,4.766239e+000
3.305000e+000,4.366700e+000
3.310000e+000,4.019503e+000
3.315000e+000,3.703000e+000
3.320000e+000,3.412302e+000
3.325000e+000,3.149518e+000
3.330000e+000,2.910210e+000
3.335000e+000,2.698702e+000
3.340000e+000,2.494110e+000
3.345000e+000,2.306442e+000
3.350000e+000,2.137733e+000
3.355000e+000,1.982658e+000
3.360000e+000,1.828829e+000
3.365000e+000,1.694230e+000
3.370000e+000,1.575272e+000
3.375000e+000,1.463436e+000
3.380000e+000,1.353266e+000
3.385000e+000,1.262241e+000
3.390000e+000,1.178203e+000
3.395000e+000,1.099720e+000
3.400000e+000,1.027683e+000
3.405000e+000,9.659377e-001
3.410000e+000,9.032102e-001
3.415000e+000,8.460004e-001
3.420000e+000,7.983263e-001
3.425000e+000,7.490158e-001
3.430000e+000,7.097843e-001
3.435000e+000,6.712132e-001
3.440000e+000,6.386575e-001
3.445000e+000,5.991906e-001
3.450000e+000,5.645902e-001
3.455000e+000,5.374285e-001
3.460000e+000,5.043822e-001
3.465000e+000,4.763747e-001
3.470000e+000,4.516872e-001
3.475000e+000,4.187379e-001
3.480000e+000,3.950745e-001
3.485000e+000,3.731891e-001
3.490000e+000,3.520933e-001
3.495000e+000,3.322212e-001
3.500000e+000,3.137309e-001
3.505000e+000,2.974640e-001
3.510000e+000,2.838212e-001
3.515000e+000,2.708615e-001
3.520000e+000,2.615195e-001
3.525000e+000,2.455173e-001
3.530000e+000,2.369709e-001
3.535000e+000,2.277493e-001
3.540000e+000,2.190824e-001
3.545000e+000,2.109121e-001
3.550000e+000,2.050070e-001
3.555000e+000,1.968955e-001
3.560000e+000,1.910202e-001
3.565000e+000,1.833374e-001
3.570000e+000,1.785772e-001
3.575000e+000,1.713117e-001
3.580000e+000,1.689893e-001
3.585000e+000,1.620129e-001
3.590000e+000,1.552152e-001
3.595000e+000,1.510460e-001
3.600000e+000,1.496868e-001
3.605000e+000,1.425744e-001
3.610000e+000,1.394052e-001
3.615000e+000,1.385735e-001
3.620000e+000,1.351162e-001
3.625000e+000,1.305741e-001
3.630000e+000,1.255127e-001
3.635000e+000,1.218591e-001
3.640000e+000,1.191681e-001
3.645000e+000,1.155053e-001
3.650000e+000,1.115057e-001
3.655000e+000,1.070603e-001
3.660000e+000,1.041835e-001
3.665000e+000,1.012077e-001
3.670000e+000,9.728132e-002
3.675000e+000,9.619709e-002
3.680000e+000,9.174947e-002
3.685000e+000,8.922502e-002
3.690000e+000,8.751359e-002
3.695000e+000,8.685400e-002
3.700000e+000,8.402263e-002
3.705000e+000,8.265502e-002
3.710000e+000,8.037290e-002
3.715000e+000,7.780093e-002
3.720000e+000,7.725687e-002
3.725000e+000,7.564519e-002
3.730000e+000,7.365873e-002
3.735000e+000,7.041359e-002
3.740000e+000,7.059004e-002
3.745000e+000,6.871358e-002
3.750000e+000,6.839304e-002
3.755000e+000,6.611016e-002
3.760000e+000,6.530145e-002
3.765000e+000,6.406092e-002
3.770000e+000,6.498128e-002
3.775000e+000,6.275863e-002
3.780000e+000,6.259024e-002
3.785000e+000,6.150979e-002
3.790000e+000,5.942144e-002
3.795000e+000,6.315658e-002
3.800000e+000,6.151344e-002
3.805000e+000,6.057143e-002
